scriptures,numbers
"Genesis, Genesis 17, Deuteronomy, 2 Ne. 6, Acts 17, Rom. 9, Rom. 11, Gal. 3, Colossians 1, Col. 1, D&C 10, Abraham 2",1672
"Zechariah, Alma 13, Book of Mormon, New Testament, Rom. 2, Gal. 3, D&C 10, Articles of Faith",1673
"Bible, Genesis 28, Genesis, Exodus 25, Psalms 110, Psalms, Alma 1, Helaman 10, 4 Nei, Book of Mormon, Mormon 2, Mormon 1, Matthew 13, Matthew 16, Matt. 6, John 1, Acts, Romans 16, Hebrews 5, Hebrews, Doctrine and Covenants, D&C 84, D&C 76, D&C 63",1674
"Bible, Book of Mormon, New Testament, Acts, Rom. 8",1675
"Revelation",1676
"No scriptures",1677
"Book of Mormon, Doctrine and Covenants",1678
"Bible, Song, Book of Mormon, Doctrine and Covenants, Abr. 2",1679
"No scriptures",1680
"No scriptures",1681
"No scriptures",1682
"Bible, Mark 5",1683
"No scriptures",1684
"No scriptures",1685
"New Testament, Acts, Revelation",1686
"Bible, Genesis, Exodus, 3 Nephi, Book of Mormon, New Testament, Matthew 16, Matthew 24, Matthew 13, Matthew 5, Matthew 25, Matthew 23, Matt. 12, Matt. 19, Luke 2, Luke 16, Luke 17, Luke 9, Luke 11, John 6, John 17, John 15, John 16, John 21, Acts, Acts 1, Revelation, Doctrine and Covenants, Joseph Smith Translation, JST",1687
"Bible, Genesis, Book of Mormon, New Testament, Revelation, Joseph Smith Translation, JST",1688
"Bible, Alma 13, Book of Mormon, New Testament, John 2, Acts, Acts 17, Acts 3, Epistles of Paul, Romans 10, 1 Corinthians, Galatians, Ephesians, Ephesians 6, Colossians, 1 Thessalonians, 2 Timothy, Titus, Philemon, Philemo, Hebrews, Hebrews 7, James 5, Epistles of Peter, 1 Peter, 2 Peter, Epistles of John, 1 John 2, Revelation, Articles of Faith",1689
"Alma 13, Book of Mormon, New Testament, Acts, Acts 17, 2 Corinthians, Galatians, Ephesians, Colossians, Titus, Hebrews, Epistles of Peter, Epistles of John, Revelation, Articles of Faith",1690
"No scriptures",1691
"No scriptures",1692
"No scriptures",1693
"No scriptures",1694
"No scriptures",1695
"No scriptures",1696
"No scriptures",1697
"No scriptures",1698
"No scriptures",1699
"No scriptures",1700
"No scriptures",1701
"No scriptures",1702
"No scriptures",1703
"No scriptures",1704
"No scriptures",1705
"No scriptures",1706
"Bible, Deuteronomy 1, Ezra 1, 4 Nei, 4 Nee",1707
"No scriptures",1708
"No scriptures",1709
"No scriptures",1710
"No scriptures",1711
"No scriptures",1712
"No scriptures",1713
"No scriptures",1714
"No scriptures",1715
"Bible, Book of Mormon",1716
"No scriptures",1717
"No scriptures",1718
"No scriptures",1719
"Bible",1720
"Bible",1721
"Book of Mormon",1722
"No scriptures",1723
"New Testament, Joseph Smith Translation",1724
"Bible, Genesis, Genesis 32, Exodus, Song, Lamentations, Daniel, Amos, Alma 12, 3 Nephi 9, 3 Nephi 8, 3 Nephi, Book of Mormon, Matt., Romans 7, Hebrews, Revelation, Rev., Doctrine and Covenants, Doctrine and Covenants 76, Doctrine and Covenants 25, Doctrine and Covenants 121, D&C 64",1725
"No scriptures",1726
"Bible",1727
"No scriptures",1728
"Bible, Genesis 1, Book of Mormon, Hebrews, Doctrine and Covenants, Articles of Faith",1729
"No scriptures",1730
"Psalms, Ps. 78, Ps. 119, 1 Ne. 5, 1 Ne. 17, 1 Ne. 16, 1 Ne. 7, 1 Ne. 8, 1 Ne. 3, 1 Ne. 21, 2 Ne. 1, 2 Ne. 9, Jacob 3, Enos 1, Jarom 1, Mosiah 7, Mosiah 9, Mosiah 3, Mosiah 4, Alma 55, Alma 49, Alma 8, Alma 15, Alma 14, Alma 17, Alma 1, Alma 4, Alma 31, Alma 10, Alma 5, Alma 32, Alma 40, Helaman 5, Helaman 10, 3 Ne. 13, 3 Ne. 20, 3 Ne. 27, Book of Mormon, Mormon 1, Ether 9, Ether 8, Moroni 9, Moroni 6, John 19, A of F",1731
"No scriptures",1732
"No scriptures",1733
"No scriptures",1734
"No scriptures",1735
"No scriptures",1736
"No scriptures",1737
"Doctrine and Covenants",1738
"2 Ne. 26, Alma 13, Book of Mormon, Doctrine and Covenants, D&C 121",1739
"No scriptures",1740
"Song, Revelation, Doctrine and Covenants",1741
"Doctrine and Covenants",1742
"No scriptures",1743
"No scriptures",1744
"No scriptures",1745
"Bible, Book of Mormon, New Testament, Acts 15, Gal. 2, D&C 18, D&C 20, D&C 133",1746
"No scriptures",1747
"New Testament, Mark 5",1748
"New Testament, Articles of Faith",1749
"Book of Mormon",1750
"No scriptures",1751
"No scriptures",1752
"No scriptures",1753
"Book of Mormon, New Testament",1754
"Book of Mormon",1755
"Bible, Book of Mormon, Doctrine and Covenants",1756
"Book of Mormon, Revelation",1757
"No scriptures",1758
"No scriptures",1759
"New Testament",1760
"No scriptures",1761
"No scriptures",1762
"No scriptures",1763
"No scriptures",1764
"No scriptures",1765
"Genesis 45, Genesis 1, Ex. 20, Isaiah 53, Malachi, Malachi 4, 2 Ne. 26, Mosiah 2, 3 Nephi, 4 Nea, Book of Mormon, Mormon 8, Matt. 23, Matt. 27, Matt. 3, Matt. 18, Matt. 24, Mark 1, Luke 3, John 17, Acts 3, Doctrine and Covenants 59, D&C 27, D&C 43, D&C 121, D&C 88, Moses 1, Joseph Smith—History",1766
"Bible, Alma 31, Book of Mormon",1767
"No scriptures",1768
"Bible, Genesis 32, Numbers 12, Judg. 4, Judg. 9, Judg. 15, Proverbs 23, Mosiah 2, Mosiah 27, Alma 7, Alma 36, Alma 18, Alma 22, Helaman 9, Book of Mormon, Ether 12, Ether 15, New Testament, Matt. 15, Matt. 4, Matt. 8, Matt. 9, Mark 2, Mark 3, Mark 9, Mark 1, Luke 10, Luke 22, Luke 13, Luke 1, Luke 5, Luke 17, John 19, John 5, Acts 3, Acts 20, D&C 93, D&C 19, D&C 76",1769
"Ether 10",1770
"Bible, Isaiah 40, Daniel 2, Matthew 10, Matthew 6, Matthew 3, Matt. 6, Revelation 19, Revelation, Doctrine and Covenants 65, Doctrine and Covenants, D&C",1771
"No scriptures",1772
"Bible, books of Abraham and Moses, Book of Mormon, Facsimile",1773
"Revelation",1774
"Doctrine and Covenants",1775
"Book of Mormon, 1 Timothy, Doctrine and Covenants",1776
"No scriptures",1777
"D&C 107",1778
"No scriptures",1779
"No scriptures",1780
"Bible, Book of Mormon",1781
"No scriptures",1782
"Bible, Book of Mormon, New Testament",1783
"No scriptures",1784
"No scriptures",1785
"No scriptures",1786
"Bible",1787
"Bible, Deuteronomy, Psalms, Ps. 74, Book of Mormon, New Testament",1788
"No scriptures",1789
"Bible, Book of Mormon",1790
"No scriptures",1791
"No scriptures",1792
"Alma 33",1793
"Genesis, John 5, Doctrine and Covenants 76, D&C 76, D&C 88, Moses 1",1794
"Bible, Malachi, Book of Mormon, New Testament, Doctrine and Covenants, Joseph Smith Translation",1795
"Book of Mormon",1796
"No scriptures",1797
"Bible, 4 New, Book of Mormon, Doctrine and Covenants",1798
"Helaman, Book of Mormon",1799
"No scriptures",1800
"No scriptures",1801
"No scriptures",1802
"No scriptures",1803
"No scriptures",1804
"Bible, 1 Ne. 19, Book of Mormon",1805
"No scriptures",1806
"No scriptures",1807
"Bible, Genesis 25, Ex. 18, Psalms, Psalms 24, Jer. 21",1808
"Bible, Exodus 22, Ex. 22, Song, Micah, New Testament, Matthew 26, Matt. 16, Mark 14, Luke 22, Acts 13, Acts 3, Romans",1809
"Doctrine and Covenants 13",1810
"Deuteronomy 21, Psalms, Nahum, New Testament, Matt. 26, Mark 14, Luke 23, John 18, Acts, Romans",1811
"No scriptures",1812
"Book of Mormon",1813
"Bible, Book of Mormon, Doctrine and Covenants, Joseph Smith Translation",1814
"No scriptures",1815
"Isaiah 29, Book of Mormon",1816
"No scriptures",1817
"Bible",1818
"Bible, Psalms, Zechariah, Matthew 24",1819
"Bible, Book of Mormon, New Testament",1820
"Book of Mormon",1821
"No scriptures",1822
"Book of Mormon",1823
"No scriptures",1824
"No scriptures",1825
"Mosiah 1, 3 Ne. 12, Book of Mormon, Matt. 5, Acts, Acts 5",1826
"No scriptures",1827
"Mosiah 23, Alma 13, Alma 23, Alma 30, Alma 5, Alma 18, Matt. 19, D&C 121",1828
"No scriptures",1829
"Bible",1830
"Hebrews 1",1831
"Numbers",1832
"No scriptures",1833
"Bible, Genesis 37, Genesis 41, Ex. 6, Leviticus 13, Leviticus 19, Leviticus 14, Leviticus 26, Numbers 16, Numbers 8, Numbers 6, 2 Kings 2, 2 Kings 1, 1 Chro, Isaiah 22, Jer. 47, Zechariah, Zechariah 1, New Testament, Matthew 3, Matt. 7, Jude 1",1834
"No scriptures",1835
"Book of Mormon, Revelation, Doctrine and Covenants",1836
"No scriptures",1837
"Book of Mormon, Doctrine and Covenants",1838
"Mosiah 1, Book of Mormon",1839
"No scriptures",1840
"Book of Mormon",1841
"No scriptures",1842
"Bible, Exodus, Psalms, Song, Alma 36, Helaman, Book of Mormon, New Testament, Acts, Revelation, Rev., Doctrine and Covenants, D&C 88, Joseph Smith—History, Ten Commandments",1843
"No scriptures",1844
"Exodus",1845
"No scriptures",1846
"Book of Mormon",1847
"No scriptures",1848
"Bible, Malachi 4, Alma 13, Book of Mormon, Doctrine and Covenants, D&C 124, D&C 130, D&C 131, D&C 93, D&C 76, D&C 123, D&C 132, Moses 3, Articles of Faith",1849
"Nehemiah, Neh, Hosea, 1 John, Doctrine and Covenants 107",1850
"Psalms, Book of Mormon, Doctrine and Covenants, D&C 55, D&C 57",1851
"Bible, Genesis, Book of Mormon, Revelation",1852
"Hosea, Amos",1853
"1 John",1854
"Bible, Exodus, Ezekiel, Ezek, D&C 131",1855
"Hosea, Amos",1856
"No scriptures",1857
"Doctrine and Covenants",3675
"No scriptures",3676
"No scriptures",3677
"Bible, Book of Mormon",3678
"Bible, Doctrine and Covenants",3679
"No scriptures",3680
"No scriptures",3681
"Bible, Book of Mormon",3682
"No scriptures",3683
"No scriptures",3684
"No scriptures",3685
"Bible, Joseph Smith Translation, JST",3686
"No scriptures",3687
"Bible, Book of Mormon, Matt. 10, Luke 17, Eph. 4, Doctrine and Covenants, D&C 121, D&C 38, D&C 88, D&C 89, Joseph Smith Translation",3688
"No scriptures",3689
"Bible, Book of Mormon",3690
"Bible, Book of Mormon, Doctrine and Covenants",3691
"No scriptures",3692
"No scriptures",3693
"No scriptures",3694
"Bible",3695
"No scriptures",3696
"No scriptures",3697
"No scriptures",3698
"No scriptures",3699
"No scriptures",3700
"No scriptures",3701
"Bible, 1 Nephi, Jacob 7, Mosiah 27, Mosiah 21, Mosiah 1, Alma 7, Alma 22, Helaman, Book of Mormon, Ether 12, Ether 4, Moroni 8, Moroni 10, Moroni 3, New Testament, Matt. 3, Acts 2, Rom. 1, Ephesians, Eph. 2, D&C 20, D&C 76, D&C 10, Moses 6, Moses 5, Articles of Faith, A of F",3702
"Book of Mormon, New Testament",3703
"Bible, Genesis, Genesis 1, Book of Mormon, Romans, Joseph Smith Translation",3704
"No scriptures",3705
"Book of Mormon, Moses 1",3706
"No scriptures",3707
"Bible, Genesis, Exodus, Numbers, Deuteronomy, Judges, Psalms, Song, Ezekiel, Ezekiel 4, Ezek, Hosea, Malachi, Words of Mormon, Alma 13, Book of Mormon, Ether 3, New Testament, Ephesians, Revelation, Doctrine and Covenants, Articles of Faith, Joseph Smith Translation",3708
"No scriptures",3709
"Jacob 1, Mosiah 9, Mosiah 25, Mosiah 7, Mosiah 1, Mosiah 21, Mosiah 28, Mosiah 27, Alma 37, Alma 39, Alma 48, Alma 60, Helaman 12, Book of Mormon, Mormon 6, Ether 12",3710
"Bible, Book of Mormon, Doctrine and Covenants",3711
"Book of Mormon",3712
"Book of Mormon, Rev., D&C 132",3713
"No scriptures",3714
"Book of Mormon, Doctrine and Covenants",3715
"Malachi",3716
"Bible, Book of Mormon, New Testament",3717
"No scriptures",3718
"No scriptures",3719
"Bible, New Testament, Acts",3720
"Book of Mormon",3721
"No scriptures",3722
"No scriptures",3723
"No scriptures",3724
"2 John, 3 John",3725
"No scriptures",3726
"No scriptures",3727
"No scriptures",3728
"No scriptures",3729
"No scriptures",3730
"No scriptures",3731
"Genesis 28, Moses 4",3732
"No scriptures",3733
"No scriptures",3734
"Doctrine and Covenants",3735
"No scriptures",3736
"Book of Mormon, Matt. 5, Articles of Faith",3737
"Amos, Book of Mormon",3738
"Genesis, Moses 1",3739
"No scriptures",3740
"No scriptures",3741
"No scriptures",3742
"No scriptures",3743
"Mosiah 3, Book of Mormon, Ether 3, Moroni 7, Moroni 10, D&C 20",3744
"No scriptures",3745
"Book of Mormon",3746
"No scriptures",3747
"Book of Mormon, New Testament, D&C",3748
"No scriptures",3749
"No scriptures",3750
"No scriptures",3751
"Song",3752
"No scriptures",3753
"Genesis, Book of Mormon",3754
"Mosiah 20, Alma 4, Book of Mormon, New Testament, John 2, 1 John 2, Doctrine and Covenants, D&C 38, D&C 104, D&C 78, D&C 70, D&C 64, D&C 6",3755
"Bible, Book of Mormon, New Testament, Hebrews",3756
"Bible, Psalms, Song, Daniel, Book of Mormon, Revelation, Rev., Doctrine and Covenants, D&C 93, Facsimile",3757
"Bible, Je 38, Jer. 21, Jer. 52, Jer. 40, Jer. 37, Jer. 29, Jer. 43, Ezekiel, Ezek, Jacob 1, Omni 1, Mosiah 25, Mosiah 7, Mosiah 1, Mosiah 2, Mosiah 29, Mosiah 28, Mosiah 27, Mosiah 26, Alma 15, Alma 51, Alma 8, Alma 22, Alma 52, Alma 1, Helaman 8, Helaman 1, Helaman 6, Book of Mormon, Ether 9, Ether 15, Ether 13, Doctrine and Covenants 19, Doctrine and Covenants 3",3758
"Bible, Psalms 137, Book of Mormon, Hebrews",3759
"Psalms 22, Mosiah 1, Mosiah 3, Alma 11, Alma 34, Alma 12, Alma 40, Alma 42, Helaman 14, Helaman 5, Book of Mormon, Mormon 9, Mormon 7, Ether 4, Moroni 10, John 19, Moses 7",3760
"Book of Mormon",3761
"Book of Mormon",3762
"Mosiah 3, Alma 11, Book of Mormon, Ether 3, Doctrine and Covenants 93, D&C 107, Moses 4, Moses 7, Moses 8, Moses., Moses 6",3763
"Malachi 4, Jacob 5, Jacob 4, Jacob 6, Book of Mormon",3764
"Helaman 11",3765
"Bible, Book of Mormon, New Testament, Rev., Joseph Smith—History",3766
"No scriptures",3767
"No scriptures",3768
"Exodus, Ex. 3, Ex. 12, Ex. 14, Ex. 16, Ex. 15, Ex. 20, Ex. 11, Ex. 5, Ex. 9, Ex. 10, Ex. 7, Ex. 4, Numbers 14, Numbers 16, Numbers 21, Deuteronomy, Deuteronomy 18, Psalms 105, Isaiah 50, Isaiah 49, Isaiah 52, Isaiah 51, Mosiah 7, Mosiah 9, Mosiah 1, Mosiah 22, Mosiah 21, Mosiah 26, Alma 36, Helaman, Helaman 7, Helaman 8, Book of Mormon, Mormon 5, Hebrews, Moses.",3769
"Jacob 1, Mosiah 29, Mosiah 1, Alma 51, Alma 4, Alma 8, Alma 2, Helaman 3, Book of Mormon, Mormon 1, Ether 9, Ether 1, Ether 6, Ether 14, Ether 15, Moroni 9",3770
"Bible, Alma 22, Book of Mormon, Ether 14",3771
"Alma 44, Alma 4",3772
"No scriptures",3773
"No scriptures",3774
"Jonah 1",3775
"D&C 124",3776
"No scriptures",3777
"Bible, Ezek, Book of Mormon, New Testament, D&C 37",3778
"No scriptures",3779
"No scriptures",3780
"Zechariah",3781
"Bible, Book of Mormon, Revelation, Doctrine and Covenants, D&C 121, Joseph Smith Translation",3782
"No scriptures",3783
"No scriptures",3784
"Song",3785
"No scriptures",3786
"No scriptures",3787
"No scriptures",3788
"Hosea",3789
"Genesis",3790
"Bible, Genesis 3, Genesis 19, Genesis 13, Genesis 15, Genesis 2, Numbers, Judges 4, 1 Samuel 20, Words of Mormon, Mosiah 7, Mosiah 1, Alma 57, Alma 27, Alma 37, Alma 26, Alma 46, Alma 47, Alma 56, Alma 42, Alma 43, Alma 22, Alma 5, Alma 34, Alma 13, Alma 28, Alma 48, Alma 59, Alma 60, Helaman, Helaman 13, Helaman 6, Helaman 14, Book of Mormon, Moroni 10, New Testament, Matt. 18, Matt. 8, Matt. 27, Matt. 23, Matt. 6, Mark 2, Mark 5, Luke 8, Luke 7, John 21, Philippians 3, D&C 1, D&C 9, D&C 90",3791
"No scriptures",3792
"Book of Mormon, Col., Doctrine and Covenants, D&C 85, D&C 21, D&C 47, D&C 69, D&C 127",3793
"No scriptures",3794
"No scriptures",3795
"No scriptures",3796
"No scriptures",3797
"Book of Mormon",3798
"New Testament, Romans 8, Rom. 8, Colossians 1, Col. 1, D&C 76",3799
"No scriptures",3800
"No scriptures",3801
"Book of Mormon, New Testament",3802
"No scriptures",3803
"Hosea, Book of Mormon",3804
"No scriptures",3805
"New Testament",3806
"No scriptures",3807
"Hosea, Revelation",3808
"Bible, Proverbs",3809
"No scriptures",3810
"No scriptures",3811
"No scriptures",3812
"No scriptures",3813
"No scriptures",3814
"No scriptures",3815
"No scriptures",3816
"No scriptures",3817
"No scriptures",3818
"Book of Mormon",3819
"No scriptures",3820
"Bible, Genesis 1, Book of Mormon, Doctrine and Covenants, Moses 1, Moses 7",3821
"No scriptures",3822
"Bible, Genesis, Psalms, 1 Ne. 15, 2 Ne. 31, 2 Ne. 32, 2 Ne. 25, 2 Ne. 9, 2 Ne. 2, Jacob 4, Mosiah 1, Mosiah 3, Alma 11, Alma 12, Alma 26, Alma 22, Alma 5, Alma 9, Alma 41, Helaman 5, 3 Ne. 18, 3 Ne. 11, 4 Nephi, 4 Nep, Book of Mormon, Mormon 9, Mormon 7, Ether 4, Ether 3, Moroni 7, Moroni 4, Moroni 6, Moroni 10, New Testament, John 4, Romans 4, 1 John, Doctrine and Covenants, D&C 76, D&C 130, D&C 20, Moses 1, Moses 6, Moses 5, JST",3823
"No scriptures",3824
"2 Ne. 2, Alma 40, D&C 101, D&C 131, Moses 3, Abr. 5",3825
"Bible, Ecclesiastes 3, Song, Helaman, Book of Mormon, New Testament, Acts, Revelation, Doctrine and Covenants",3826
"Bible, Book of Mormon, Doctrine and Covenants",3827
"No scriptures",3828
"Acts",3829
"No scriptures",3830
"No scriptures",3831
"No scriptures",3832
"Book of Mormon, D&C 3",3833
"Bible, Book of Mormon, Matt. 7, Ten Commandments",3834
"No scriptures",3835
"No scriptures",3836
"No scriptures",3837
"No scriptures",3838
"2 Ne. 28, Book of Mormon, Moroni 10, Matt. 23, Ten Commandments",3839
"No scriptures",3840
"No scriptures",3841
"Bible, 3 John",3842
"No scriptures",3843
"Jacob 2, Mosiah 4, Alma 1, Book of Mormon, Matt. 25, Luke 18, D&C 38, D&C 55, D&C 42, Abr. 3",3844
"Bible, Matt. 28, Acts, Romans",3845
"No scriptures",3846
"New Testament, Doctrine and Covenants",3847
"Bible, Judges, Helaman, Book of Mormon, Revelation, Facsimile 2",3848
"Mosiah 2, Helaman 14, Book of Mormon, Revelation",3849
"No scriptures",3850
"Book of Mormon",3851
"No scriptures",3852
"No scriptures",3853
"No scriptures",3854
"No scriptures",3855
"No scriptures",3856
"Book of Mormon, New Testament, Joseph Smith Translation, JST",3857
"Bible",3858
"Hosea, Amos, Micah, Book of Mormon, Hebrews",3859
"Bible, Book of Mormon, New Testament",3860
"Bible, Haggai, Zechariah, Malachi",3861
"No scriptures",3862
"No scriptures",3863
"Matt. 5",3864
"No scriptures",3865
"No scriptures",3866
"No scriptures",3867
"Bible, New Testament, Revelation",3868
"Psalms, 1 Ne. 11, Jacob 5, Mosiah 1, Alma 32, Alma 7, 3 Ne. 18, 3 Ne. 17, Book of Mormon, New Testament, Matt. 26, John 18, John 17, 1 Cor. 11, D&C 18, D&C 76, Moses 4, Moses., Moses 7",3869
"Bible, Ezekiel, Ezek, Daniel, Book of Mormon, New Testament, Acts, Revelation",3870
"No scriptures",3871
"No scriptures",3872
"No scriptures",3873
"No scriptures",3874
"No scriptures",3875
"Isaiah 2, Isaiah 53, 2 Nephi 12, Book of Mormon, New Testament",3876
"No scriptures",3877
"Book of Mormon, Articles of Faith",3878
"No scriptures",3879
"No scriptures",3880
"No scriptures",3881
"No scriptures",3882
"No scriptures",3883
"Bible, D&C 98",3884
"No scriptures",3885
"Bible, 2 Ne. 1, Mosiah 29, 4 Ne., Book of Mormon, Doctrine and Covenants, D&C 82, D&C 98, D&C 101, Moses 7",3886
"Bible, Genesis, Deuteronomy 32, Job 38, Proverbs, Isaiah 14, Alma 13, Book of Mormon, Ether 3, New Testament, Rom. 9, Eph. 1, 1 Pet. 1, Rev. 12, Doctrine and Covenants, D&C 29, D&C 49, D&C 77, D&C 93, D&C 131, Abr. 3, Joseph Smith Translation",3887
"2 Ne. 2, Book of Mormon, Doctrine and Covenants",3888
"No scriptures",3889
"Book of Mormon",3890
"No scriptures",3891
"No scriptures",3892
"Psalms, Song, Eph. 5",3893
"No scriptures",3894
"No scriptures",3895
"Genesis 49, Genesis, Ex. 18, Judges, Isaiah 52, Isaiah 51, Isaiah 3, Daniel 2, Micah 4, Matt. 5, 1 John, Revelation, D&C 105, D&C 107, D&C 65, D&C 58, D&C 136",3896
"No scriptures",3897
"Isaiah 6, 1 Ne. 13, 1 Ne. 17, Jacob 2, Enos 1, Alma 7, 3 Ne. 19, Ether 3, John 15, Rev., Doctrine and Covenants, D&C 1, D&C 50, D&C 90",3898
"Neh, Psalms, Ezekiel, Ezek",3899
"Bible, Book of Mormon, Romans, Doctrine and Covenants",3900
"No scriptures",3901
"Book of Mormon, Articles of Faith",3902
"No scriptures",3903
"No scriptures",3904
"No scriptures",3905
"No scriptures",3906
"No scriptures",3907
"No scriptures",3908
"No scriptures",3909
"No scriptures",3910
"No scriptures",3911
"No scriptures",3912
"No scriptures",3913
"No scriptures",3914
"No scriptures",3915
"No scriptures",3916
"No scriptures",3917
"No scriptures",3918
"No scriptures",3919
"No scriptures",3920
"No scriptures",3921
"No scriptures",3922
"No scriptures",3923
"No scriptures",3924
"No scriptures",3925
"No scriptures",3926
"No scriptures",3927
"No scriptures",3928
"No scriptures",3929
"No scriptures",3930
"No scriptures",3931
"No scriptures",3932
"No scriptures",3933
"No scriptures",3934
"No scriptures",3935
"No scriptures",3936
"No scriptures",3937
"No scriptures",3938
"No scriptures",3939
"No scriptures",3940
"No scriptures",3941
"No scriptures",3942
"No scriptures",3943
"No scriptures",3944
"No scriptures",3945
"No scriptures",3946
"No scriptures",3947
"No scriptures",3948
"No scriptures",3949
"No scriptures",3950
"No scriptures",3951
"No scriptures",3952
"No scriptures",3953
"Book of Mormon, Mark 16, Mark 8, Rev. 14, Doctrine and Covenants, D&C 1, D&C 10",3954
"Bible, Book of Mormon, New Testament, Doctrine and Covenants, D&C 134, D&C 58, D&C 135",3955
"Bible, Book of Mormon",3956
"Book of Mormon",3957
"No scriptures",3958
"No scriptures",3959
"Bible, Book of Mormon",3960
"No scriptures",3961
"No scriptures",3962
"No scriptures",3963
"No scriptures",3964
"No scriptures",3965
"No scriptures",3966
"No scriptures",3967
"No scriptures",3968
"No scriptures",3969
"No scriptures",3970
"No scriptures",3971
"No scriptures",3972
"No scriptures",3973
"No scriptures",3974
"No scriptures",3975
"No scriptures",3976
"No scriptures",3977
"No scriptures",3978
"No scriptures",3979
"No scriptures",3980
"No scriptures",3981
"No scriptures",3982
"No scriptures",3983
"No scriptures",3984
"No scriptures",3985
"No scriptures",3986
"No scriptures",3987
"No scriptures",3988
"No scriptures",3989
"No scriptures",3990
"New Testament",3991
"No scriptures",3992
"No scriptures",3993
"No scriptures",3994
"No scriptures",3995
"No scriptures",3996
"No scriptures",3997
"No scriptures",3998
"No scriptures",3999
"No scriptures",4000
"No scriptures",4001
"Book of Mormon, Doctrine and Covenants",4002
"No scriptures",4003
"No scriptures",4004
"No scriptures",4005
"No scriptures",4006
"No scriptures",4007
"No scriptures",4008
"No scriptures",4009
"No scriptures",4010
"No scriptures",4011
"No scriptures",4012
"No scriptures",4013
"No scriptures",4014
"No scriptures",4015
"No scriptures",4016
"No scriptures",4017
"No scriptures",4018
"No scriptures",4019
"No scriptures",4020
"No scriptures",4021
"No scriptures",4022
"No scriptures",4023
"No scriptures",4024
"No scriptures",4025
"No scriptures",4026
"No scriptures",4027
"No scriptures",4028
"No scriptures",4029
"No scriptures",4030
"No scriptures",4031
"No scriptures",4032
"No scriptures",4033
"No scriptures",4034
"No scriptures",4035
"No scriptures",4036
"No scriptures",4037
"No scriptures",4038
"No scriptures",4039
"No scriptures",4040
"No scriptures",4041
"No scriptures",4042
"No scriptures",4043
"No scriptures",4044
"No scriptures",4045
"No scriptures",4046
"No scriptures",4047
"No scriptures",4048
"No scriptures",4049
"No scriptures",4050
"No scriptures",4051
"No scriptures",4052
"No scriptures",4053
"No scriptures",4054
"No scriptures",4055
"No scriptures",4056
"No scriptures",4057
"No scriptures",4058
"Book of Mormon, Articles of Faith",4059
"No scriptures",4060
"No scriptures",4061
"No scriptures",4062
"No scriptures",4063
"No scriptures",4064
"No scriptures",4065
"No scriptures",4066
"Bible",4067
"No scriptures",4068
"No scriptures",4069
"No scriptures",4070
"No scriptures",4071
"No scriptures",4072
"No scriptures",4073
"No scriptures",4074
"No scriptures",4075
"No scriptures",4076
"No scriptures",4077
"No scriptures",4078
"No scriptures",4079
"No scriptures",4080
"No scriptures",4081
"No scriptures",4082
"No scriptures",4083
"No scriptures",4084
"No scriptures",4085
"No scriptures",4086
"No scriptures",4087
"No scriptures",4088
"No scriptures",4089
"No scriptures",4090
"No scriptures",4091
"No scriptures",4092
"No scriptures",4093
"No scriptures",4094
"No scriptures",4095
"No scriptures",4096
"No scriptures",4097
"No scriptures",4098
"No scriptures",4099
"No scriptures",4100
"No scriptures",4101
"No scriptures",4102
"No scriptures",4103
"No scriptures",4104
"No scriptures",4105
"No scriptures",4106
"No scriptures",4107
"No scriptures",4108
"No scriptures",4109
"No scriptures",4110
"No scriptures",4111
"No scriptures",4112
"No scriptures",4113
"No scriptures",4114
"No scriptures",4115
"No scriptures",4116
"No scriptures",4117
"No scriptures",4118
"No scriptures",4119
"Bible, Book of Mormon, Articles of Faith",4120
"No scriptures",4121
"No scriptures",4122
"No scriptures",4123
"No scriptures",4124
"No scriptures",4125
"No scriptures",4126
"No scriptures",4127
"No scriptures",4128
"No scriptures",4129
"No scriptures",4130
"No scriptures",4131
"No scriptures",4132
"No scriptures",4133
"No scriptures",4134
"No scriptures",4135
"No scriptures",4136
"No scriptures",4137
"No scriptures",4138
"No scriptures",4139
"No scriptures",4140
"No scriptures",4141
"No scriptures",4142
"No scriptures",4143
"No scriptures",4144
"No scriptures",4145
"No scriptures",4146
"No scriptures",4147
"No scriptures",4148
"No scriptures",4149
"No scriptures",4150
"No scriptures",4151
"No scriptures",4152
"No scriptures",4153
"No scriptures",4154
"No scriptures",4155
"No scriptures",4156
"No scriptures",4157
"No scriptures",4158
"No scriptures",4159
"No scriptures",4160
"No scriptures",4161
"No scriptures",4162
"No scriptures",4163
"No scriptures",4164
"No scriptures",4165
"No scriptures",4166
"No scriptures",4167
"No scriptures",4168
"No scriptures",4169
"No scriptures",4170
"No scriptures",4171
"No scriptures",4172
"No scriptures",4173
"No scriptures",4174
"No scriptures",4175
"No scriptures",4176
"No scriptures",4177
"No scriptures",4178
"No scriptures",4179
"No scriptures",4180
"No scriptures",4181
"No scriptures",4182
"No scriptures",4183
"No scriptures",4184
"Book of Mormon, Revelation",4185
"No scriptures",4186
"No scriptures",4187
"No scriptures",4188
"No scriptures",4189
"No scriptures",4190
"No scriptures",4191
"No scriptures",4192
"No scriptures",4193
"No scriptures",4194
"No scriptures",4195
"No scriptures",4196
"Book of Mormon",4197
"No scriptures",4198
"No scriptures",4199
"No scriptures",4200
"No scriptures",4201
